name,GMT_Formula,country,lat,long,timezone
Kanyakumari,GMT+05:30,India,8.084166527,77.54194641,India Standard Time
Kasaragod,GMT+05:30,India,12.5,74.98332977,India Standard Time
Kasauli,GMT+05:30,India,30.89972305,76.96722412,India Standard Time
Kochi,GMT+05:30,India,10.01666641,76.21666718,India Standard Time
Kodaikanal,GMT+05:30,India,10.23555565,77.48750305,India Standard Time
Kolhapur,GMT+05:30,India,16.6977787,74.22638702,India Standard Time
Kolkata,GMT+05:30,India,22.53333282,88.36959839,India Standard Time
Konark,GMT+05:30,India,19.89999962,86.19999695,India Standard Time
Kumbakonam,GMT+05:30,India,10.96666622,79.3833313,India Standard Time
Kurunegala,GMT+05:30,Sri Lanka,7.483333111,80.3666687,India Standard Time
Lucknow,GMT+05:30,India,26.85000038,80.91666412,India Standard Time
Madikeri,GMT+05:30,India,12.41666603,75.75,India Standard Time
Madurai,GMT+05:30,India,9.916666985,78.1166687,India Standard Time
Mahabalipuram,GMT+05:30,India,12.61666679,80.19166565,India Standard Time
Mandarmoni,GMT+05:30,India,21.65027809,87.65833282,India Standard Time
Mangalore,GMT+05:30,India,12.86666679,74.84999847,India Standard Time
Maram Bazar,GMT+05:30,India,25.47555542,94.13694763,India Standard Time
Matale,GMT+05:30,Sri Lanka,7.466666698,80.6166687,India Standard Time
Mathura,GMT+05:30,India,27.49250031,77.6736145,India Standard Time
Mudumalai,GMT+05:30,India,11.57638931,76.58305359,India Standard Time
Mumbai,GMT+05:30,India,18.93333244,72.84999847,India Standard Time
Munnar,GMT+05:30,India,10.08472252,77.06138611,India Standard Time
Mysore,GMT+05:30,India,12.29583359,76.63944244,India Standard Time
Nadiad,GMT+05:30,India,22.70000076,72.87000275,India Standard Time
Nagpur,GMT+05:30,India,21.1558342,79.08916473,India Standard Time
Navi Mumbai,GMT+05:30,India,19.03305626,73.02972412,India Standard Time
Negombo,GMT+05:30,Sri Lanka,7.209444523,79.83416748,India Standard Time
New Delhi,GMT+05:30,India,28.61666679,77.21670532,India Standard Time
Ootacamund,GMT+05:30,India,11.41166687,76.69472504,India Standard Time
Panaji,GMT+05:30,India,15.49222183,73.81833649,India Standard Time
Patna,GMT+05:30,India,25.61388969,85.13527679,India Standard Time
Polonnaruwa,GMT+05:30,Sri Lanka,7.932777882,81.00805664,India Standard Time
Porbandar,GMT+05:30,India,21.64333344,69.61194611,India Standard Time
Pune,GMT+05:30,India,18.53333282,73.8666687,India Standard Time
Puri,GMT+05:30,India,19.79916573,85.82499695,India Standard Time
Rajahmundry,GMT+05:30,India,17.0102787,81.78778076,India Standard Time
Ranchi,GMT+05:30,India,23.35861206,85.33388519,India Standard Time
Secunderabad,GMT+05:30,India,17.49916649,78.54194641,India Standard Time
Shimla,GMT+05:30,India,31.10361099,77.16444397,India Standard Time
Sigiriya,GMT+05:30,Sri Lanka,7.958055496,80.72916412,India Standard Time
Sivakasi,GMT+05:30,India,9.448611259,77.79805756,India Standard Time
Surat,GMT+05:30,India,21.19499969,72.81944275,India Standard Time
Thiruvananthapuram,GMT+05:30,India,8.5,76.94999695,India Standard Time
Tiruchirapalli,GMT+05:30,India,10.80000019,78.69999695,India Standard Time
Tuticorin,GMT+05:30,India,8.816666603,78.1333313,India Standard Time
Vadodara,GMT+05:30,India,22.30638885,73.1875,India Standard Time
Vishakhapatnam,GMT+05:30,India,17.73333359,83.30000305,India Standard Time
Vizianagaram,GMT+05:30,India,18.11388969,83.40944672,India Standard Time
Biratchowk,GMT+05:45,Nepal,26.66916656,87.38111115,Nepal Standard Time
Damauli,GMT+05:45,Nepal,27.95861053,84.28055573,Nepal Standard Time
Dharan,GMT+05:45,Nepal,26.81138802,87.26889038,Nepal Standard Time
Itahari,GMT+05:45,Nepal,26.66666603,87.28360748,Nepal Standard Time
Kathmandu,GMT+05:45,Nepal,27.70000076,85.31658936,Nepal Standard Time
Lumbini,GMT+05:45,Nepal,27.48749924,83.26305389,Nepal Standard Time
Yasok,GMT+05:45,Nepal,27.06833267,87.64778137,Nepal Standard Time
Bandarban,GMT+06:00,Bangladesh,22.19611168,92.21749878,Bangladesh Standard Time
Chittagong,GMT+06:00,Bangladesh,22.36666679,91.80000305,Bangladesh Standard Time
Cox's Bazar,GMT+06:00,Bangladesh,21.44333267,91.97222137,Bangladesh Standard Time
Dhaka,GMT+06:00,Bangladesh,23.85000038,90.40000153,Bangladesh Standard Time
Sylhet,GMT+06:00,Bangladesh,24.89777756,91.8713913,Bangladesh Standard Time
Tangail,GMT+06:00,Bangladesh,24.24749947,89.92111206,Bangladesh Standard Time
Almaty,GMT+06:00,Kazakhstan,43.31666565,76.91666412,Central Asia Standard Time
Astana,GMT+06:00,Kazakhstan,51.18110657,71.42779541,Central Asia Standard Time
Bishkek,GMT+06:00,Kyrgyzstan,42.86666489,74.58333588,Central Asia Standard Time
Thimphu,GMT+06:00,Bhutan,27.45000076,89.66666412,Central Asia Standard Time
Zaysan,GMT+06:00,Kazakhstan,47.46472168,84.87055206,Central Asia Standard Time
Chelyabinsk,GMT+06:00,Russia,55.15000153,61.43333435,Ekaterinburg Standard Time
Ekaterinburg,GMT+06:00,Russia,56.84999847,60.59999847,Ekaterinburg Standard Time
Kungur,GMT+06:00,Russia,57.43333435,56.95000076,Ekaterinburg Standard Time
Kurgan,GMT+06:00,Russia,55.45360947,65.34222412,Ekaterinburg Standard Time
Perm,GMT+06:00,Russia,58,56.25,Ekaterinburg Standard Time
Ufa,GMT+06:00,Russia,54.83333206,56.09999847,Ekaterinburg Standard Time
Kyaikto,GMT+06:30,Burma,17.30861092,97.01860809,Myanmar Standard Time
Mandalay,GMT+06:30,Burma,21.97500038,96.08333588,Myanmar Standard Time
Rangoon,GMT+06:30,Burma,16.78333282,96.16666412,Myanmar Standard Time
Thaton,GMT+06:30,Burma,16.9197216,97.36777496,Myanmar Standard Time
Yawnghwe,GMT+06:30,Burma,20.65416718,96.93444824,Myanmar Standard Time
Bandung,GMT+07:00,Indonesia,-6.916666508,107.5999985,SE Asia Standard Time
Bangkok,GMT+07:00,Thailand,13.75,100.5166931,SE Asia Standard Time
Buri Ram,GMT+07:00,Thailand,14.99638844,103.1125031,SE Asia Standard Time
Chiang Mai,GMT+07:00,Thailand,18.78694534,99,SE Asia Standard Time
Da Nang,GMT+07:00,Vietnam,16.05166626,108.2149963,SE Asia Standard Time
Djember,GMT+07:00,Indonesia,-8.172499657,113.7002792,SE Asia Standard Time
Hai Phong,GMT+07:00,Vietnam,20.86138916,106.6797256,SE Asia Standard Time
Hanoi,GMT+07:00,Vietnam,21.01666641,105.8833313,SE Asia Standard Time
Hat Yai,GMT+07:00,Thailand,7.001944542,100.457222,SE Asia Standard Time
Ho Chi Minh,GMT+07:00,Vietnam,10.78333378,106.6999969,SE Asia Standard Time
Hua Hin,GMT+07:00,Thailand,12.57027817,99.95777893,SE Asia Standard Time
Jakarta,GMT+07:00,Indonesia,-6.1743927,106.8294067,SE Asia Standard Time
Medan,GMT+07:00,Indonesia,3.583333254,98.68333435,SE Asia Standard Time
Padang,GMT+07:00,Indonesia,-0.949999988,100.3499985,SE Asia Standard Time
Palembang,GMT+07:00,Indonesia,-2.983333349,104.75,SE Asia Standard Time
Phnom Penh,GMT+07:00,Cambodia,11.5666666,104.9166641,SE Asia Standard Time
Phuket,GMT+07:00,Thailand,7.883333206,98.3833313,SE Asia Standard Time
Semarang,GMT+07:00,Indonesia,-6.966666698,110.4333344,SE Asia Standard Time
Siem Reap,GMT+07:00,Cambodia,13.35888863,103.8616638,SE Asia Standard Time
Songkhla,GMT+07:00,Thailand,7.197500229,100.5977783,SE Asia Standard Time
Surabaya,GMT+07:00,Indonesia,-7.283333302,112.7333298,SE Asia Standard Time
Ubon Ratchathani,GMT+07:00,Thailand,15.22972202,104.8561096,SE Asia Standard Time
Udon Thani,GMT+07:00,Thailand,17.4066658,102.7900009,SE Asia Standard Time
Vientiane,GMT+07:00,Laos,17.96666718,102.6166687,SE Asia Standard Time
Kemerovo,GMT+07:00,Russia,55.37138748,86.05249786,Kemerovo Standard Time
Novosibirsk,GMT+07:00,Russia,55.04110718,82.91666412,Novosibirsk Standard Time
Omsk,GMT+07:00,Russia,55.06666565,73.25,Novosibirsk Standard Time
Tomsk,GMT+07:00,Russia,56.46389008,84.96250153,Novosibirsk Standard Time
Anshan,GMT+08:00,China,41.11666489,122.9833298,China Standard Time
Baotou,GMT+08:00,China,40.66666794,109.8000031,China Standard Time
Beijing,GMT+08:00,China,39.93333435,116.3833313,China Standard Time
Benxi,GMT+08:00,China,41.29416656,123.7663879,China Standard Time
Changchun,GMT+08:00,China,43.88333511,128.3166656,China Standard Time
Chengdu,GMT+08:00,China,30.67000008,104.0713882,China Standard Time
Chongqing,GMT+08:00,China,29.56666565,106.5833359,China Standard Time
Dalian,GMT+08:00,China,38.95000076,121.5833359,China Standard Time
Dandong,GMT+08:00,China,40.12722397,124.3850021,China Standard Time
Foshan,GMT+08:00,China,23.02166748,113.1213913,China Standard Time
Fuzhou,GMT+08:00,China,26.06666756,119.3000031,China Standard Time
Guangzhou,GMT+08:00,China,23.11666679,113.2666702,China Standard Time
Hangzhou,GMT+08:00,China,30.27361107,120.1552811,China Standard Time
Hanjiang,GMT+08:00,China,25.46666718,119.1166687,China Standard Time
Harbin,GMT+08:00,China,45.75,126.6166687,China Standard Time
Hohhot,GMT+08:00,China,40.81666565,111.6500015,China Standard Time
Hong Kong,GMT+08:00,China,22.28333282,114.1666641,China Standard Time
Huizhou,GMT+08:00,China,23.1119442,114.4161148,China Standard Time
Jilin,GMT+08:00,China,43.84999847,126.5666656,China Standard Time
Jinan,GMT+08:00,China,36.65000153,116.9666672,China Standard Time
Jinzhou,GMT+08:00,China,39.10027695,121.7191696,China Standard Time
Kowloon,GMT+08:00,China,22.29999924,114.1833344,China Standard Time
Kunming,GMT+08:00,China,25.06666756,102.6833344,China Standard Time
Lanzhou,GMT+08:00,China,36.06666565,103.75,China Standard Time
Luancheng,GMT+08:00,China,37.88333511,114.6500015,China Standard Time
Macau,GMT+08:00,China,22.20000076,113.5500031,China Standard Time
Nanjing,GMT+08:00,China,32.04999924,118.7833328,China Standard Time
Ningbo,GMT+08:00,China,29.86833382,121.5438919,China Standard Time
Qingdao,GMT+08:00,China,36.08333206,120.3333359,China Standard Time
Sanxiang,GMT+08:00,China,22.35000038,113.4166641,China Standard Time
Shanghai,GMT+08:00,China,31.23333359,121.4499969,China Standard Time
Shekou,GMT+08:00,China,22.48861122,113.9180527,China Standard Time
Shenyang,GMT+08:00,China,41.79999924,123.3833313,China Standard Time
Shenzhen,GMT+08:00,China,22.54999924,114.1166687,China Standard Time
Shijiazhuang,GMT+08:00,China,38.04999924,114.5,China Standard Time
Simatai,GMT+08:00,China,40.6455574,117.2624969,China Standard Time
Suifenhe,GMT+08:00,China,44.3955574,131.140274,China Standard Time
Suzhou,GMT+08:00,China,33.63333511,117,China Standard Time
Taian,GMT+08:00,China,36.18333435,117.1333313,China Standard Time
Taiyuan,GMT+08:00,China,37.89305496,112.5516663,China Standard Time
Tanggu,GMT+08:00,China,39,117.6833344,China Standard Time
Tangshan,GMT+08:00,China,39.61666489,118.1833344,China Standard Time
Tianjin,GMT+08:00,China,39.13333511,117.1833344,China Standard Time
Urumqi,GMT+08:00,China,43.79999924,87.58333588,China Standard Time
Wuhan,GMT+08:00,China,30.59472275,114.3022232,China Standard Time
Xiamen,GMT+08:00,China,24.47972298,118.089447,China Standard Time
Xian,GMT+08:00,China,34.26666641,108.8833313,China Standard Time
Yantai,GMT+08:00,China,37.54999924,121.3666687,China Standard Time
Zhengzhou,GMT+08:00,China,34.75,113.6666641,China Standard Time
Zhongshan,GMT+08:00,China,22.51666641,113.3927765,China Standard Time
Krasnoyarsk,GMT+08:00,Russia,56.00833511,92.76667023,Krasnoyarsk Standard Time
Bacolod,GMT+08:00,Philippines,10.67805576,122.9466629,Singapore Standard Time
Balabag,GMT+08:00,Philippines,11.96694469,121.9274979,Singapore Standard Time
Balanga,GMT+08:00,Philippines,14.67500019,120.5386124,Singapore Standard Time
Balikpapan,GMT+08:00,Indonesia,-1.263611078,116.827774,Singapore Standard Time
Bandar Seri Begawan,GMT+08:00,Brunei,4.933333397,114.9499969,Singapore Standard Time
Butterworth,GMT+08:00,Malaysia,5.396944523,100.4141693,Singapore Standard Time
Catarman,GMT+08:00,Philippines,12.50249958,124.6358337,Singapore Standard Time
Cebu,GMT+08:00,Philippines,10.30722237,123.8983307,Singapore Standard Time
Davao,GMT+08:00,Philippines,7.079999924,125.6136093,Singapore Standard Time
Denpasar,GMT+08:00,Indonesia,-8.656389236,115.2222214,Singapore Standard Time
Dumaguete,GMT+08:00,Philippines,9.314167023,123.3102798,Singapore Standard Time
Ende,GMT+08:00,Indonesia,-8.84916687,121.6622238,Singapore Standard Time
George Town,GMT+08:00,Malaysia,5.363611221,100.3108368,Singapore Standard Time
Iligan,GMT+08:00,Philippines,8.232777596,124.2402802,Singapore Standard Time
Kendari,GMT+08:00,Indonesia,-3.968611002,122.5211105,Singapore Standard Time
Kota Kinabalu,GMT+08:00,Malaysia,5.976388931,116.1158371,Singapore Standard Time
Kuala Lumpur,GMT+08:00,Malaysia,3.166702271,101.7000122,Singapore Standard Time
Kuching,GMT+08:00,Malaysia,1.530833364,110.3441696,Singapore Standard Time
Kupang,GMT+08:00,Indonesia,-10.16666698,123.5833359,Singapore Standard Time
Labuan,GMT+08:00,Malaysia,5.291388988,115.2458344,Singapore Standard Time
Makassar,GMT+08:00,Indonesia,-5.151944637,119.4122238,Singapore Standard Time
Manila,GMT+08:00,Philippines,14.58333302,121,Singapore Standard Time
Marawi,GMT+08:00,Philippines,8.002778053,124.2919464,Singapore Standard Time
Mataram,GMT+08:00,Indonesia,-8.581944466,116.1069412,Singapore Standard Time
Pomalaa,GMT+08:00,Indonesia,-4.053333282,121.5958328,Singapore Standard Time
Santa Cruz,GMT+08:00,Philippines,13.48055553,122.0325012,Singapore Standard Time
Silang,GMT+08:00,Philippines,14.23055553,120.9749985,Singapore Standard Time
Singapore,GMT+08:00,Singapore,1.299999952,103.8499985,Singapore Standard Time
Taguig,GMT+08:00,Philippines,14.52111149,121.0622253,Singapore Standard Time
Tanjay City,GMT+08:00,Philippines,9.519721985,123.160553,Singapore Standard Time
Ubud,GMT+08:00,Indonesia,-8.49750042,115.265831,Singapore Standard Time
Waingapu,GMT+08:00,Indonesia,-9.662777901,120.2669449,Singapore Standard Time
Dampier,GMT+08:00,Australia,-20.66666603,116.7166672,W. Australia Standard Time
Mandurah,GMT+08:00,Australia,-32.53333282,115.75,W. Australia Standard Time
Perth,GMT+08:00,Australia,-31.96666718,115.8166656,W. Australia Standard Time
Port Hedland,GMT+08:00,Australia,-20.31666756,118.5999985,W. Australia Standard Time
Taichung,GMT+08:00,Taiwan,24.14999962,120.6666641,Taipei Standard Time
Taipei,GMT+08:00,Taiwan,25.04999924,121.5249939,Taipei Standard Time
Ulaanbaatar,GMT+08:00,Mongolia,47.91666794,106.8833313,Ulaanbaatar Standard Time
Irkutsk,GMT+09:00,Russia,52.26638794,104.3330536,Ikrutsk Standard Time
Akita,GMT+09:00,Japan,39.75,140.0833282,Tokyo Standard Time
Ambon,GMT+09:00,Indonesia,-3.700000048,128.1666718,Tokyo Standard Time
Fukui,GMT+09:00,Japan,36.06666565,136.2166595,Tokyo Standard Time
Fukuoka,GMT+09:00,Japan,33.58333206,130.3999939,Tokyo Standard Time
Hiroshima,GMT+09:00,Japan,34.38333511,132.4333344,Tokyo Standard Time
Kagoshima,GMT+09:00,Japan,31.56666756,130.5500031,Tokyo Standard Time
Kawasaki,GMT+09:00,Japan,35.52416611,139.7141724,Tokyo Standard Time
Koror,GMT+09:00,Palau,7.349999905,134.4833374,Tokyo Standard Time
Kyoto,GMT+09:00,Japan,35.01666641,135.75,Tokyo Standard Time
Masohi,GMT+09:00,Indonesia,-3.340277672,128.9236145,Tokyo Standard Time
Nagasaki,GMT+09:00,Japan,32.76666641,129.8666687,Tokyo Standard Time
Nagoya,GMT+09:00,Japan,35.15000153,136.9166718,Tokyo Standard Time
Naha,GMT+09:00,Japan,26.20472145,127.6924973,Tokyo Standard Time
Niigata,GMT+09:00,Japan,37.91666794,139.0500031,Tokyo Standard Time
Okinawa,GMT+09:00,Japan,26.33888817,127.8155518,Tokyo Standard Time
Osaka,GMT+09:00,Japan,34.66670227,135.5,Tokyo Standard Time
Pyongyang,GMT+09:00,"Korea North",39,125.7833328,Tokyo Standard Time
Sapporo,GMT+09:00,Japan,43.05470276,141.3539124,Tokyo Standard Time
Sendai,GMT+09:00,Japan,38.25,140.8833313,Tokyo Standard Time
Tokyo,GMT+09:00,Japan,35.65000153,139.7333374,Tokyo Standard Time
Wakkana,GMT+09:00,Japan,45.40166855,141.682785,Tokyo Standard Time
Yokohama,GMT+09:00,Japan,35.43333435,139.6499939,Tokyo Standard Time
Yokosuka,GMT+09:00,Japan,35.25,139.6666718,Tokyo Standard Time
Busan,GMT+09:00,"Korea South",35.15777588,129.054718,Korea Standard Time
Daegu,GMT+09:00,"Korea South",35.86360931,128.5913849,Korea Standard Time
Dili,GMT+09:00,East Timor,-8.566666603,125.5833359,Korea Standard Time
Seoul,GMT+09:00,"Korea South",37.54999924,126.9666672,Korea Standard Time
Ulan-Ude,GMT+09:00,Russia,51.84583282,107.5647202,Ulan-Ude Standard Time
Adelaide,GMT+09:30,Australia,-34.93333435,138.6000061,Cen. Australia Standard Time
Alice Springs,GMT+09:30,Australia,-23.70000076,133.8666687,AUS Central Standard Time
Darwin,GMT+09:30,Australia,-12.4333334,130.8500061,AUS Central Standard Time
Brisbane,GMT+10:00,Australia,-27.46666718,153.0166626,E. Australia Standard Time
Cairns,GMT+10:00,Australia,-16.92472267,145.7733307,E. Australia Standard Time
Gatton,GMT+10:00,Australia,-27.56666756,152.2833405,E. Australia Standard Time
Gladstone,GMT+10:00,Australia,-23.85000038,151.2666626,E. Australia Standard Time
Mackay,GMT+10:00,Australia,-21.14999962,149.1833344,E. Australia Standard Time
Toowoomba,GMT+10:00,Australia,-27.56666756,151.9666595,E. Australia Standard Time
Townsville,GMT+10:00,Australia,-19.28333282,146.8000031,E. Australia Standard Time
Albury,GMT+10:00,Australia,-36.08222198,146.9102783,AUS Eastern Standard Time
Canberra,GMT+10:00,Australia,-35.28333282,149.2166595,AUS Eastern Standard Time
Gosford,GMT+10:00,Australia,-33.42722321,151.343338,AUS Eastern Standard Time
Grafton,GMT+10:00,Australia,-29.68333244,152.9333344,AUS Eastern Standard Time
Lismore,GMT+10:00,Australia,-28.8125,153.2786102,AUS Eastern Standard Time
Melbourne,GMT+10:00,Australia,-37.81669617,144.9667053,AUS Eastern Standard Time
Newcastle,GMT+10:00,Australia,-32.92638779,151.7811127,AUS Eastern Standard Time
North Ryde,GMT+10:00,Australia,-33.79666519,151.1244507,AUS Eastern Standard Time
Orange,GMT+10:00,Australia,-33.2836113,149.1000061,AUS Eastern Standard Time
Sydney,GMT+10:00,Australia,-33.86666489,151.2166595,AUS Eastern Standard Time
Warrnambool,GMT+10:00,Australia,-38.38333511,142.4833374,AUS Eastern Standard Time
Wodonga,GMT+10:00,Australia,-36.03333282,146.5666656,AUS Eastern Standard Time
Wollongong,GMT+10:00,Australia,-34.41666794,150.8666687,AUS Eastern Standard Time
Hagatna,GMT+10:00,Guam,13.46666622,144.75,West Pacific Standard Time
Mount Hagen,GMT+10:00,Papua New Guinea,-5.864722252,144.2200012,West Pacific Standard Time
Port Moresby,GMT+10:00,Papua New Guinea,-9.464706421,147.1925049,West Pacific Standard Time
Saipan,GMT+10:00,Northern Mariana Islands,15.1833334,145.75,West Pacific Standard Time
Tamuning,GMT+10:00,Guam,13.48388863,144.7766724,West Pacific Standard Time
Yigo,GMT+10:00,Guam,13.53333378,144.8999939,West Pacific Standard Time
Hobart,GMT+10:00,Australia,-42.88333511,147.3166656,Tasmania Standard Time
Launceston,GMT+10:00,Australia,-41.45000076,147.1333313,Tasmania Standard Time
Port Arthur,GMT+10:00,Australia,-43.15000153,147.8500061,Tasmania Standard Time
Chita,GMT+10:00,Russia,52.04555511,113.4986115,Yakutsk Standard Time
Yakutsk,GMT+10:00,Russia,62.03390503,129.7330933,Yakutsk Standard Time
Khabarovsk,GMT+11:00,Russia,48.41666794,135.1166687,Khabarovsk Standard Time
Okha,GMT+11:00,Russia,53.58333206,142.9333344,Khabarovsk Standard Time
Okhotsk,GMT+11:00,Russia,59.34999847,143.1999969,Khabarovsk Standard Time
Yuzhno-Sakhalinsk,GMT+11:00,Russia,46.95000076,142.7333374,Khabarovsk Standard Time
Honiara,GMT+11:00,Solomon Islands,-9.433303833,159.9500122,Central Pacific Standard Time
Kolonia,GMT+11:00,"Micronesia Federated States of",6.960833549,158.2088928,Central Pacific Standard Time
Kone,GMT+11:00,New Caledonia,-21.06388855,164.8536072,Central Pacific Standard Time
Noumea,GMT+11:00,New Caledonia,-22.26666641,166.4499969,Central Pacific Standard Time
Palikir,GMT+11:00,"Micronesia Federated States of",6.916666508,158.1833344,Central Pacific Standard Time
Port Vila,GMT+11:00,Vanuatu,-17.73333359,168.3166656,Central Pacific Standard Time
Luchegorsk,GMT+11:00,Russia,46.43333435,134.3000031,Vladivostok Standard Time
Nakhodka,GMT+11:00,Russia,42.81638718,132.8666687,Vladivostok Standard Time
Vladivostok,GMT+11:00,Russia,43.13305664,131.8997192,Vladivostok Standard Time
"Kingston Norfolk Island",GMT+11:30,Australia,-29.04999924,167.9333344,Norfolk Island Standard Time
Auckland,GMT+12:00,New Zealand,-36.84999847,174.7666626,New Zealand Standard Time
Christchurch,GMT+12:00,New Zealand,-43.53333282,172.6333313,New Zealand Standard Time
Dunedin,GMT+12:00,New Zealand,-45.88360977,170.4741669,New Zealand Standard Time
Foxton,GMT+12:00,New Zealand,-40.47138977,175.2858276,New Zealand Standard Time
Hastings,GMT+12:00,New Zealand,-39.63999939,176.8413849,New Zealand Standard Time
Kaikoura,GMT+12:00,New Zealand,-42.40222168,173.6805573,New Zealand Standard Time
Kerikeri,GMT+12:00,New Zealand,-35.22444534,173.9513855,New Zealand Standard Time
Napier,GMT+12:00,New Zealand,-39.50500107,176.8997192,New Zealand Standard Time
Paraparaumu,GMT+12:00,New Zealand,-40.91361237,175.0088959,New Zealand Standard Time
Porirua,GMT+12:00,New Zealand,-41.13416672,174.8413849,New Zealand Standard Time
Upper Hutt,GMT+12:00,New Zealand,-41.13944626,175.031662,New Zealand Standard Time
Waikanae,GMT+12:00,New Zealand,-40.87527847,175.0641632,New Zealand Standard Time
Wellington,GMT+12:00,New Zealand,-41.28333282,174.7832947,New Zealand Standard Time
Suva,GMT+12:00,Fiji,-18.01333427,178.4166718,Fiji Standard Time
Magadan,GMT+12:00,Russia,59.56669617,150.7999878,Magadan Standard Time
Funafuti,GMT+12:00,Tuvalu,-8.516666412,179.2166595,Marshall Islands Standard Time
Majuro,GMT+12:00,Marshall Islands,7.116666794,171.0666656,Marshall Islands Standard Time
Mata-Utu,GMT+12:00,Wallis and Futuna,-13.30000019,-176.1666718,Marshall Islands Standard Time
South Tarawa,GMT+12:00,Kiribati,1.316666722,172.9666595,Marshall Islands Standard Time
Anadyr,GMT+12:00,Russia,64.73305511,177.5,Petropavlovsk Standard Time
Petropavlovsk,GMT+12:00,Russia,53.01638794,158.6497192,Petropavlovsk Standard Time
Nuku'alofa,GMT+13:00,Tonga,-21.01666641,-174,Tonga Standard Time
